pi,si,user,label,valid,pad,source_trial,sample_id,y,cv_fold
10,31,user_10,E,83,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_31,4,1
10,35,user_10,G,74,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_35,5,1
10,39,user_10,C,57,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_39,2,1
10,41,user_10,I,48,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_41,7,1
10,42,user_10,D,68,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_42,3,1
10,43,user_10,H,76,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_43,6,1
10,46,user_10,A,72,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_46,0,1
10,48,user_10,K,65,256,user_10/action_0/user_10_action_0,user_10/action_0/user_10_action_0/segment_48,9,1
11,23,user_11,J,110,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_23,8,4
11,24,user_11,B,237,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_24,1,4
11,25,user_11,X,135,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_25,11,4
11,26,user_11,E,247,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_26,4,4
11,30,user_11,G,195,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_30,5,4
11,34,user_11,C,71,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_34,2,4
11,36,user_11,I,57,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_36,7,4
11,37,user_11,D,132,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_37,3,4
11,38,user_11,H,142,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_38,6,4
11,41,user_11,A,148,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_41,0,4
11,43,user_11,K,121,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_43,9,4
11,71,user_11,L,70,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_71,10,4
11,72,user_11,G,158,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_72,5,4
11,73,user_11,K,115,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_73,9,4
11,76,user_11,J,76,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_76,8,4
11,77,user_11,A,125,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_77,0,4
11,82,user_11,H,149,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_82,6,4
11,85,user_11,D,108,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_85,3,4
11,89,user_11,E,162,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_89,4,4
11,91,user_11,X,100,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_91,11,4
11,92,user_11,I,54,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_92,7,4
11,94,user_11,B,136,256,user_11/action_0/user_11_action_0,user_11/action_0/user_11_action_0/segment_94,1,4
12,26,user_12,J,95,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_26,8,1
12,27,user_12,B,144,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_27,1,1
12,28,user_12,X,133,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_28,11,1
12,29,user_12,E,191,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_29,4,1
12,33,user_12,G,164,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_33,5,1
12,37,user_12,C,109,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_37,2,1
12,39,user_12,I,76,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_39,7,1
12,40,user_12,D,137,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_40,3,1
12,41,user_12,H,151,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_41,6,1
12,44,user_12,A,163,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_44,0,1
12,46,user_12,K,167,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_46,9,1
12,75,user_12,A,125,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_75,0,1
12,77,user_12,K,127,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_77,9,1
12,83,user_12,L,94,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_83,10,1
12,84,user_12,J,71,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_84,8,1
12,85,user_12,C,82,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_85,2,1
12,86,user_12,I,65,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_86,7,1
12,87,user_12,E,150,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_87,4,1
12,89,user_12,D,111,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_89,3,1
12,93,user_12,G,133,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_93,5,1
12,94,user_12,H,124,256,user_12/action_0/user_12_action_0,user_12/action_0/user_12_action_0/segment_94,6,1
13,24,user_13,J,81,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_24,8,2
13,25,user_13,B,156,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_25,1,2
13,26,user_13,X,104,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_26,11,2
13,27,user_13,E,168,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_27,4,2
13,31,user_13,G,127,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_31,5,2
13,35,user_13,C,93,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_35,2,2
13,37,user_13,I,92,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_37,7,2
13,38,user_13,D,116,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_38,3,2
13,39,user_13,H,115,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_39,6,2
13,42,user_13,A,115,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_42,0,2
13,44,user_13,K,124,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_44,9,2
13,71,user_13,A,106,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_71,0,2
13,73,user_13,K,103,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_73,9,2
13,79,user_13,L,74,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_79,10,2
13,80,user_13,J,76,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_80,8,2
13,81,user_13,C,66,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_81,2,2
13,82,user_13,I,84,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_82,7,2
13,83,user_13,E,108,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_83,4,2
13,85,user_13,D,95,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_85,3,2
13,89,user_13,G,111,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_89,5,2
13,90,user_13,H,100,256,user_13/action_0/user_13_action_0,user_13/action_0/user_13_action_0/segment_90,6,2
14,27,user_14,J,76,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_27,8,3
14,28,user_14,B,121,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_28,1,3
14,29,user_14,X,94,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_29,11,3
14,30,user_14,E,140,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_30,4,3
14,34,user_14,G,97,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_34,5,3
14,38,user_14,C,65,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_38,2,3
14,40,user_14,I,53,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_40,7,3
14,41,user_14,D,92,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_41,3,3
14,42,user_14,H,115,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_42,6,3
14,45,user_14,A,119,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_45,0,3
14,47,user_14,K,134,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_47,9,3
14,75,user_14,A,108,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_75,0,3
14,77,user_14,K,101,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_77,9,3
14,83,user_14,L,67,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_83,10,3
14,84,user_14,J,88,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_84,8,3
14,85,user_14,C,56,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_85,2,3
14,86,user_14,I,50,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_86,7,3
14,87,user_14,E,134,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_87,4,3
14,89,user_14,D,95,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_89,3,3
14,92,user_14,G,78,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_92,5,3
14,93,user_14,H,90,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_93,6,3
15,24,user_15,L,80,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_24,10,0
15,27,user_15,J,87,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_27,8,0
15,28,user_15,B,152,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_28,1,0
15,29,user_15,X,97,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_29,11,0
15,30,user_15,E,153,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_30,4,0
15,34,user_15,G,135,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_34,5,0
15,38,user_15,C,74,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_38,2,0
15,40,user_15,I,57,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_40,7,0
15,41,user_15,D,118,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_41,3,0
15,42,user_15,H,134,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_42,6,0
15,45,user_15,A,142,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_45,0,0
15,47,user_15,K,117,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_47,9,0
15,74,user_15,A,134,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_74,0,0
15,76,user_15,K,128,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_76,9,0
15,82,user_15,L,76,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_82,10,0
15,83,user_15,J,85,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_83,8,0
15,84,user_15,C,92,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_84,2,0
15,85,user_15,I,67,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_85,7,0
15,86,user_15,E,164,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_86,4,0
15,88,user_15,D,128,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_88,3,0
15,92,user_15,G,129,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_92,5,0
15,93,user_15,H,125,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_93,6,0
16,26,user_16,J,65,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_26,8,3
16,27,user_16,B,92,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_27,1,3
16,28,user_16,X,69,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_28,11,3
16,29,user_16,E,84,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_29,4,3
16,33,user_16,G,83,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_33,5,3
16,37,user_16,C,54,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_37,2,3
16,39,user_16,I,56,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_39,7,3
16,40,user_16,H,86,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_40,6,3
16,43,user_16,A,87,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_43,0,3
16,45,user_16,K,97,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_45,9,3
16,70,user_16,K,82,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_70,9,3
16,72,user_16,B,91,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_72,1,3
16,75,user_16,E,85,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_75,4,3
16,77,user_16,L,49,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_77,10,3
16,78,user_16,J,63,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_78,8,3
16,79,user_16,G,74,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_79,5,3
16,80,user_16,D,78,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_80,3,3
16,84,user_16,C,64,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_84,2,3
16,86,user_16,I,68,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_86,7,3
16,89,user_16,H,94,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_89,6,3
17,27,user_18,J,53,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_27,8,0
17,28,user_18,B,101,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_28,1,0
17,29,user_18,X,88,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_29,11,0
17,30,user_18,E,166,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_30,4,0
17,34,user_18,G,114,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_34,5,0
17,38,user_18,C,77,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_38,2,0
17,40,user_18,D,102,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_40,3,0
17,41,user_18,H,144,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_41,6,0
17,45,user_18,K,131,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_45,9,0
17,69,user_18,J,79,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_69,8,0
17,71,user_18,D,99,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_71,3,0
17,75,user_18,X,112,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_75,11,0
17,81,user_18,A,117,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_81,0,0
17,82,user_18,C,81,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_82,2,0
17,85,user_18,G,120,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_85,5,0
17,86,user_18,B,135,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_86,1,0
17,87,user_18,L,85,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_87,10,0
17,88,user_18,K,122,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_88,9,0
17,89,user_18,H,143,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_89,6,0
18,25,user_19,L,70,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_25,10,4
18,28,user_19,J,67,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_28,8,4
18,29,user_19,B,135,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_29,1,4
18,30,user_19,X,88,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_30,11,4
18,31,user_19,E,128,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_31,4,4
18,35,user_19,G,116,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_35,5,4
18,39,user_19,C,74,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_39,2,4
18,41,user_19,I,122,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_41,7,4
18,42,user_19,D,101,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_42,3,4
18,43,user_19,H,116,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_43,6,4
18,46,user_19,A,142,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_46,0,4
18,48,user_19,K,99,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_48,9,4
18,75,user_19,A,91,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_75,0,4
18,77,user_19,K,95,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_77,9,4
18,83,user_19,L,61,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_83,10,4
18,84,user_19,J,60,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_84,8,4
18,85,user_19,C,58,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_85,2,4
18,86,user_19,I,87,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_86,7,4
18,87,user_19,E,95,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_87,4,4
18,89,user_19,D,91,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_89,3,4
18,93,user_19,G,104,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_93,5,4
18,94,user_19,H,87,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_94,6,4
19,24,user_20,J,83,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_24,8,0
19,25,user_20,B,107,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_25,1,0
19,26,user_20,X,79,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_26,11,0
19,27,user_20,E,129,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_27,4,0
19,31,user_20,G,117,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_31,5,0
19,35,user_20,C,67,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_35,2,0
19,37,user_20,I,52,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_37,7,0
19,38,user_20,D,101,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_38,3,0
19,39,user_20,H,118,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_39,6,0
19,42,user_20,A,117,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_42,0,0
19,44,user_20,K,110,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_44,9,0
19,67,user_20,D,115,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_67,3,0
19,69,user_20,K,136,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_69,9,0
19,70,user_20,B,143,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_70,1,0
19,71,user_20,L,97,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_71,10,0
19,78,user_20,H,127,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_78,6,0
19,79,user_20,X,116,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_79,11,0
19,80,user_20,J,81,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_80,8,0
19,81,user_20,C,70,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_81,2,0
19,85,user_20,G,105,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_85,5,0
19,86,user_20,E,139,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_86,4,0
19,88,user_20,I,47,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_88,7,0
21,0,user_1,B,100,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_0,1,0
21,1,user_1,X,70,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_1,11,0
21,2,user_1,E,105,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_2,4,0
21,6,user_1,G,102,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_6,5,0
21,10,user_1,C,69,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_10,2,0
21,12,user_1,I,99,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_12,7,0
21,13,user_1,D,87,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_13,3,0
21,14,user_1,H,94,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_14,6,0
21,17,user_1,A,93,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_17,0,0
21,19,user_1,K,93,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_19,9,0
21,42,user_1,H,84,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_42,6,0
21,45,user_1,E,104,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_45,4,0
21,47,user_1,D,75,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_47,3,0
21,49,user_1,J,74,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_49,8,0
21,50,user_1,I,46,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_50,7,0
21,51,user_1,B,96,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_51,1,0
21,54,user_1,X,72,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_54,11,0
21,56,user_1,K,92,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_56,9,0
21,59,user_1,C,64,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_59,2,0
21,61,user_1,L,62,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_61,10,0
21,85,user_1,X,71,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_85,11,0
21,91,user_1,A,86,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_91,0,0
21,92,user_1,C,62,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_92,2,0
21,95,user_1,G,101,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_95,5,0
21,96,user_1,B,98,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_96,1,0
21,97,user_1,L,60,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_97,10,0
21,98,user_1,K,90,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_98,9,0
21,99,user_1,H,93,256,user_1/action_1/user_1_action_1,user_1/action_1/user_1_action_1/segment_99,6,0
22,25,user_2,J,79,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_25,8,1
22,26,user_2,B,112,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_26,1,1
22,27,user_2,X,81,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_27,11,1
22,28,user_2,E,127,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_28,4,1
22,32,user_2,G,135,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_32,5,1
22,36,user_2,C,75,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_36,2,1
22,38,user_2,I,102,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_38,7,1
22,39,user_2,D,97,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_39,3,1
22,40,user_2,H,104,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_40,6,1
22,43,user_2,A,91,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_43,0,1
22,45,user_2,K,103,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_45,9,1
22,73,user_2,A,100,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_73,0,1
22,75,user_2,K,91,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_75,9,1
22,81,user_2,L,69,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_81,10,1
22,82,user_2,J,80,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_82,8,1
22,83,user_2,C,74,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_83,2,1
22,84,user_2,I,95,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_84,7,1
22,85,user_2,E,118,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_85,4,1
22,87,user_2,D,81,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_87,3,1
22,91,user_2,G,101,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_91,5,1
22,92,user_2,H,96,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_92,6,1
23,25,user_3,J,67,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_25,8,3
23,26,user_3,B,122,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_26,1,3
23,27,user_3,X,81,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_27,11,3
23,28,user_3,E,121,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_28,4,3
23,32,user_3,G,119,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_32,5,3
23,36,user_3,C,75,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_36,2,3
