segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
116,user_1,0,4,16,c,1720464472240400.0,1720464473297758.0,4888,5090,1720464472248252.0,1720464473234394.0,202,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
117,user_1,0,4,17,s,1720464473297758.0,1720464474484696.0,5090,5331,1720464473313127.0,1720464474443459.0,241,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
118,user_1,0,4,18,f,1720464474484696.0,1720464475938934.0,5331,5632,1720464474521505.0,1720464475931528.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
119,user_1,0,4,19,g,1720464475938934.0,1720464477459507.0,5632,5933,1720464476010160.0,1720464477449987.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
120,user_1,0,4,20,b,1720464477459507.0,1720464479003996.0,5933,6235,1720464477512501.0,1720464478949356.0,302,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
121,user_1,0,4,21,l,1720464479003996.0,1720464480324907.0,6235,6509,1720464479011390.0,1720464480321630.0,274,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
122,user_1,0,4,22,k,1720464480324907.0,1720464481922600.0,6509,6823,1720464480336321.0,1720464481911472.0,314,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
123,user_1,0,4,23,h,1720464481922600.0,1720464483807892.0,6823,7199,1720464481926282.0,1720464483750518.0,376,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
124,user_1,0,4,24,v,1720464483807892.0,1720464485094608.0,7199,7460,1720464483812599.0,1720464485046817.0,261,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
125,user_1,0,4,25,t,1720464485094608.0,,7460,7782,1720464485124505.0,1720464486655251.0,322,low-pass,0.2,0.1,True,ring_recording_end,data/user_1/0/4_ring_0.bin,data/user_1/0/4_timestamp.txt
126,user_1,0,5,0,Y,1720464516153864.0,1720464518227180.0,590,1012,1720464516161342.0,1720464518216262.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
127,user_1,0,5,1,I,1720464518227180.0,1720464519272643.0,1012,1220,1720464518230608.0,1720464519267586.0,208,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
128,user_1,0,5,2,E,1720464519272643.0,1720464521360341.0,1220,1642,1720464519313641.0,1720464521352393.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
129,user_1,0,5,3,J,1720464521360341.0,1720464522946098.0,1642,1962,1720464521415118.0,1720464522937165.0,320,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
130,user_1,0,5,4,Z,1720464522946098.0,1720464524440011.0,1962,2259,1720464522951043.0,1720464524438997.0,297,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
131,user_1,0,5,5,D,1720464524440011.0,1720464526048864.0,2259,2586,1720464524440011.0,1720464526031218.0,327,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
132,user_1,0,5,6,O,1720464526048864.0,1720464527613673.0,2586,2893,1720464526108808.0,1720464527611438.0,307,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
133,user_1,0,5,7,W,1720464527613673.0,1720464529419833.0,2893,3249,1720464527626899.0,1720464529330296.0,356,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
134,user_1,0,5,8,Q,1720464529419833.0,1720464531295189.0,3249,3631,1720464529421336.0,1720464531251615.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
135,user_1,0,5,9,X,1720464531295189.0,1720464532885337.0,3631,3952,1720464531313913.0,1720464532857205.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
136,user_1,0,5,10,M,1720464532885337.0,1720464534722117.0,3952,4327,1720464532912407.0,1720464534719204.0,375,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
137,user_1,0,5,11,U,1720464534722117.0,1720464536015899.0,4327,4575,1720464534734691.0,1720464535939422.0,248,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
138,user_1,0,5,12,N,1720464536015899.0,1720464537963261.0,4575,4977,1720464536016894.0,1720464537954117.0,402,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
139,user_1,0,5,13,P,1720464537963261.0,1720464539568189.0,4977,5298,1720464538016400.0,1720464539533614.0,321,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
140,user_1,0,5,14,R,1720464539568189.0,1720464541631579.0,5298,5713,1720464539610226.0,1720464541624802.0,415,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
141,user_1,0,5,16,C,1720464544785267.0,1720464546599496.0,6343,6704,1720464544814463.0,1720464546535080.0,361,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
142,user_1,0,5,17,S,1720464546599496.0,1720464548093000.0,6704,7006,1720464546628022.0,1720464548052137.0,302,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
143,user_1,0,5,18,F,1720464548093000.0,1720464549779697.0,7006,7347,1720464548114846.0,1720464549753241.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
144,user_1,0,5,19,G,1720464549779697.0,1720464552103648.0,7347,7809,1720464549815643.0,1720464552075503.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
145,user_1,0,5,20,B,1720464552103648.0,1720464553954282.0,7809,8191,1720464552117315.0,1720464553951216.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
146,user_1,0,5,21,L,1720464553954282.0,1720464555294827.0,8191,8452,1720464554012345.0,1720464555267611.0,261,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
147,user_1,0,5,22,K,1720464555294827.0,1720464556908764.0,8452,8774,1720464555329804.0,1720464556833044.0,322,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
148,user_1,0,5,23,H,1720464556908764.0,1720464558738476.0,8774,9154,1720464556911268.0,1720464558736483.0,380,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
149,user_1,0,5,24,V,1720464558738476.0,1720464560186340.0,9154,9437,1720464558751908.0,1720464560138464.0,283,low-pass,0.2,0.1,False,next_label_timestamp,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
150,user_1,0,5,25,T,1720464560186340.0,,9437,9718,1720464560216393.0,1720464561545579.0,281,low-pass,0.2,0.1,True,ring_recording_end,data/user_1/0/5_ring_0.bin,data/user_1/0/5_timestamp.txt
