segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,is_last_label,segment_end_source,ring_source_path,label_source_path
131,user_3,0,5,3,U,1720378083855636.0,1720378085552185.0,1426,1767,1720378083861607.0,1720378085491550.0,341,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
132,user_3,0,5,4,T,1720378085552185.0,1720378087269921.0,1767,2116,1720378085568545.0,1720378087266718.0,349,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
133,user_3,0,5,5,O,1720378087269921.0,1720378089475272.0,2116,2569,1720378087282606.0,1720378089474273.0,453,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
134,user_3,0,5,6,K,1720378089475272.0,1720378091633452.0,2569,2993,1720378089475272.0,1720378091594328.0,424,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
135,user_3,0,5,7,X,1720378091633452.0,1720378093904706.0,2993,3455,1720378091657189.0,1720378093904136.0,462,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
136,user_3,0,5,8,V,1720378093904706.0,1720378096100580.0,3455,3897,1720378093954249.0,1720378096079199.0,442,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
137,user_3,0,5,9,P,1720378096100580.0,1720378098961849.0,3897,4467,1720378096154369.0,1720378098960688.0,570,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
138,user_3,0,5,10,C,1720378098961849.0,1720378101013361.0,4467,4881,1720378098976136.0,1720378100994205.0,414,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
139,user_3,0,5,11,A,1720378101013361.0,1720378104045466.0,4881,5484,1720378101055758.0,1720378103992529.0,603,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
140,user_3,0,5,12,L,1720378104045466.0,1720378106148527.0,5484,5906,1720378104055509.0,1720378106101686.0,422,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
141,user_3,0,5,13,H,1720378106148527.0,1720378109071580.0,5906,6496,1720378106164043.0,1720378109060369.0,590,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
142,user_3,0,5,14,Y,1720378109071580.0,1720378111885053.0,6496,7070,1720378109072628.0,1720378111874220.0,574,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
143,user_3,0,5,15,Q,1720378111885053.0,1720378115015878.0,7070,7694,1720378111886170.0,1720378114989009.0,624,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
144,user_3,0,5,16,R,1720378115015878.0,1720378118753407.0,7694,8437,1720378115067262.0,1720378118686041.0,743,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
145,user_3,0,5,17,B,1720378118753407.0,1720378121569716.0,8437,9000,1720378118764239.0,1720378121559536.0,563,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
146,user_3,0,5,18,I,1720378121569716.0,1720378124046707.0,9000,9502,1720378121574083.0,1720378124004498.0,502,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
147,user_3,0,5,19,M,1720378124046707.0,1720378126720584.0,9502,10044,1720378124067260.0,1720378126686847.0,542,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
148,user_3,0,5,20,Z,1720378126720584.0,1720378129287005.0,10044,10567,1720378126742679.0,1720378129284855.0,523,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
149,user_3,0,5,21,G,1720378129287005.0,1720378131961093.0,10567,11089,1720378129377379.0,1720378131882440.0,522,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
150,user_3,0,5,22,W,1720378131961093.0,1720378134774819.0,11089,11659,1720378131976263.0,1720378134765651.0,570,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
151,user_3,0,5,23,S,1720378134774819.0,1720378137068193.0,11659,12114,1720378134779441.0,1720378137002544.0,455,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
152,user_3,0,5,24,E,1720378137068193.0,1720378140157933.0,12114,12737,1720378137075136.0,1720378140133031.0,623,False,next_label_timestamp,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
153,user_3,0,5,25,N,1720378140157933.0,,12737,13225,1720378140164952.0,1720378142555801.0,488,True,ring_recording_end,data/user_3/0/5_ring_0.bin,data/user_3/0/5_timestamp.txt
